-181.359, 10.300, 8.514, 29.579
-181.357, 9.444, 8.601, 29.740
-181.355, 8.578, 8.689, 29.902
-181.353, 7.704, 8.778, 30.062
-181.351, 6.821, 8.868, 30.227
-181.349, 5.929, 8.959, 30.388
-181.346, 5.028, 9.051, 30.551
-181.344, 4.117, 9.144, 30.713
-181.342, 3.197, 9.237, 30.873
-181.339, 2.268, 9.332, 31.034
-181.337, 1.329, 9.427, 31.193
-181.334, 0.381, 9.524, 31.354
-181.332, -0.577, 9.621, 31.516
-181.329, -1.545, 9.720, 31.676
-181.326, -2.523, 9.819, 31.839
-181.323, -3.511, 9.919, 31.993
-181.321, -4.509, 10.021, 32.150
-181.317, -5.517, 10.123, 32.304
-181.314, -6.535, 10.227, 32.458
-181.311, -7.564, 10.332, 32.612
-181.308, -8.604, 10.437, 32.770
-181.304, -9.654, 10.544, 32.925
-181.301, -10.714, 10.652, 33.081
-181.297, -11.786, 10.762, 33.240
-181.294, -12.869, 10.872, 33.392
-181.290, -13.963, 10.983, 33.552
-181.286, -15.068, 11.096, 33.710
-181.282, -16.184, 11.210, 33.869
-181.278, -17.312, 11.325, 34.040
-181.274, -18.451, 11.442, 34.200
-181.270, -19.602, 11.560, 34.361
-181.265, -20.765, 11.680, 34.524
-181.261, -21.940, 11.802, 34.687
-181.256, -23.128, 11.926, 34.854
-181.251, -24.328, 12.052, 35.015
-181.247, -25.541, 12.180, 35.174
-181.242, -26.766, 12.309, 35.332
-181.237, -28.005, 12.440, 35.492
-181.231, -29.257, 12.573, 35.663
-181.226, -30.522, 12.707, 35.825
-181.220, -31.800, 12.842, 35.988
-181.215, -33.093, 12.978, 36.165
-181.209, -34.398, 13.115, 36.326
-181.203, -35.718, 13.252, 36.488
-181.197, -37.051, 13.391, 36.645
-181.191, -38.399, 13.531, 36.808
-181.184, -39.760, 13.672, 36.971
-181.178, -41.136, 13.813, 37.130
-181.171, -42.525, 13.956, 37.296
-181.164, -43.929, 14.101, 37.461
-181.157, -45.348, 14.246, 37.627
-181.150, -46.781, 14.394, 37.790
-181.143, -48.230, 14.542, 37.951
-181.135, -49.693, 14.692, 38.114
-181.128, -51.171, 14.844, 38.279
-181.120, -52.664, 14.997, 38.443
-181.112, -54.173, 15.152, 38.612
-181.104, -55.697, 15.309, 38.782
-181.095, -57.238, 15.467, 38.948
-181.087, -58.794, 15.626, 39.117
-181.078, -60.366, 15.788, 39.319
-181.069, -61.954, 15.950, 39.486
-181.059, -63.559, 16.115, 39.654
-181.050, -65.180, 16.280, 39.821
-181.040, -66.818, 16.447, 39.989
-181.030, -68.473, 16.616, 40.156
-181.020, -70.144, 16.786, 40.324
-181.010, -71.833, 16.958, 40.502
-180.999, -73.539, 17.131, 40.670
-180.989, -75.262, 17.306, 40.859
-180.978, -77.003, 17.484, 41.027
-180.966, -78.762, 17.662, 41.180
-180.955, -80.539, 17.843, 41.340
-180.943, -82.334, 18.026, 41.496
-180.931, -84.148, 18.210, 41.654
-180.918, -85.980, 18.397, 41.812
-180.906, -87.830, 18.586, 41.970
-180.893, -89.700, 18.771, 42.127
-180.880, -91.587, 18.933, 42.281
-180.866, -93.487, 19.050, 42.434
-180.852, -95.395, 19.101, 42.588
-180.838, -97.303, 19.073, 42.744
-180.824, -99.203, 18.966, 42.902
-180.810, -101.088, 18.787, 43.056
-180.796, -102.951, 18.553, 43.213
-180.782, -104.789, 18.278, 43.373
-180.767, -106.598, 17.979, 43.530
-180.753, -108.377, 17.673, 43.687
-180.739, -110.127, 17.375, 43.849
-180.725, -111.847, 17.098, 44.009
-180.711, -113.543, 16.853, 44.164
-180.697, -115.216, 16.648, 44.322
-180.683, -116.872, 16.488, 44.490
-180.669, -118.515, 16.374, 44.646
-180.655, -120.148, 16.301, 44.802
-180.641, -121.777, 16.264, 44.959
-180.627, -123.404, 16.252, 45.113
-180.613, -125.030, 16.253, 45.269
-180.598, -126.656, 16.259, 45.426
-180.584, -128.282, 16.258, 45.582
-180.569, -129.907, 16.243, 45.740
-180.555, -131.530, 16.210, 45.894
-180.540, -133.147, 16.155, 46.050
-180.525, -134.758, 16.078, 46.207
-180.510, -136.360, 15.982, 46.360
-180.495, -137.951, 15.870, 46.514
-180.479, -139.531, 15.746, 46.669
-180.464, -141.097, 15.616, 46.823
-180.449, -142.651, 15.483, 46.977
-180.433, -144.191, 15.352, 47.130
-180.418, -145.719, 15.228, 47.283
-180.403, -147.235, 15.113, 47.439
-180.387, -148.740, 15.008, 47.595
-180.372, -150.236, 14.914, 47.753
-180.356, -151.722, 14.831, 47.913
-180.340, -153.201, 14.758, 48.073
-180.324, -154.673, 14.693, 48.232
-180.308, -156.139, 14.633, 48.392
-180.292, -157.600, 14.577, 48.561
-180.276, -159.054, 14.522, 48.721
-180.259, -160.503, 14.465, 48.883
-180.243, -161.946, 14.407, 49.042
-180.226, -163.383, 14.345, 49.200
-180.209, -164.814, 14.279, 49.363
-180.192, -166.237, 14.209, 49.520
-180.175, -167.654, 14.135, 49.684
-180.158, -169.063, 14.059, 49.846
-180.140, -170.464, 13.981, 50.008
-180.122, -171.857, 13.901, 50.169
-180.105, -173.243, 13.822, 50.328
-180.086, -174.620, 13.743, 50.485
-180.068, -175.990, 13.666, 50.646
-180.049, -177.352, 13.590, 50.804
-180.031, -178.706, 13.517, 50.961
-180.011, -180.054, 13.446, 51.119
-179.992, -181.394, 13.377, 51.280
-179.972, -182.728, 13.310, 51.440
-179.952, -184.055, 13.245, 51.599
-179.931, -185.376, 13.181, 51.759
-179.910, -186.690, 13.118, 51.927
-179.888, -187.998, 13.055, 52.087
-179.866, -189.300, 12.993, 52.248
-179.843, -190.596, 12.931, 52.406
-179.819, -191.885, 12.868, 52.583
-179.794, -193.168, 12.805, 52.753
-179.767, -194.444, 12.742, 52.914
-179.739, -195.714, 12.679, 53.092
-179.698, -196.978, 12.613, 53.253
-179.636, -198.234, 12.551, 53.412
-179.545, -199.483, 12.509, 53.570
-179.422, -200.726, 12.500, 53.732
-179.255, -201.966, 12.525, 53.889
-179.043, -203.204, 12.600, 54.048
-178.788, -204.444, 12.722, 54.206
-178.489, -205.690, 12.886, 54.367
-178.149, -206.944, 13.087, 54.533
-177.765, -208.209, 13.307, 54.695
-177.341, -209.484, 13.547, 54.858
-176.878, -210.773, 13.797, 55.019
-176.378, -212.074, 14.047, 55.177
-175.842, -213.387, 14.295, 55.336
-175.274, -214.714, 14.536, 55.495
-174.674, -216.052, 14.762, 55.653
-174.047, -217.402, 14.974, 55.813
-173.391, -218.760, 15.169, 55.974
-172.711, -220.127, 15.348, 56.135
-172.006, -221.501, 15.512, 56.296
-171.280, -222.881, 15.664, 56.455
-170.533, -224.267, 15.806, 56.613
-169.767, -225.658, 15.945, 56.770
-168.983, -227.056, 16.081, 56.932
-168.181, -228.458, 16.219, 57.094
-167.362, -229.867, 16.362, 57.252
-166.526, -231.284, 16.513, 57.414
-165.673, -232.709, 16.673, 57.578
-164.805, -234.145, 16.842, 57.741
-163.921, -235.590, 17.021, 57.901
-163.021, -237.048, 17.209, 58.062
-162.105, -238.519, 17.405, 58.225
-161.173, -240.003, 17.608, 58.387
-160.226, -241.502, 17.815, 58.549
-159.263, -243.016, 18.026, 58.711
-158.286, -244.546, 18.238, 58.873
-157.295, -246.092, 18.450, 59.036
-156.292, -247.655, 18.662, 59.199
-155.276, -249.235, 18.871, 59.360
-154.249, -250.833, 19.078, 59.524
-153.213, -252.449, 19.281, 59.689
-152.168, -254.084, 19.482, 59.853
-151.117, -255.738, 19.673, 60.013
-150.063, -257.410, 19.835, 60.176
-149.011, -259.099, 19.948, 60.341
-147.966, -260.801, 19.992, 60.504
-146.936, -262.512, 19.958, 60.667
-145.929, -264.226, 19.846, 60.829
-144.957, -265.943, 19.670, 60.991
-144.029, -267.661, 19.460, 61.155
-143.153, -269.383, 19.254, 61.317
-142.333, -271.113, 19.084, 61.478
-141.569, -272.853, 18.972, 61.643
-140.859, -274.609, 18.925, 61.806
-140.198, -276.383, 18.932, 61.972
-139.582, -278.176, 18.976, 62.139
-139.008, -279.989, 19.041, 62.305
-138.472, -281.821, 19.108, 62.476
-137.972, -283.668, 19.162, 62.642
-137.509, -285.529, 19.189, 62.808
-137.080, -287.398, 19.179, 62.975
-136.682, -289.271, 19.126, 63.143
-136.317, -291.142, 19.029, 63.308
-135.982, -293.006, 18.890, 63.477
-135.678, -294.859, 18.717, 63.646
-135.404, -296.697, 18.519, 63.811
-135.162, -298.520, 18.306, 63.976
-134.951, -300.324, 18.088, 64.143
-134.768, -302.111, 17.875, 64.306
-134.613, -303.879, 17.676, 64.470
-134.484, -305.632, 17.498, 64.636
-134.381, -307.369, 17.345, 64.801
-134.302, -309.095, 17.220, 64.965
-134.247, -310.810, 17.124, 65.126
-134.216, -312.518, 17.052, 65.291
-134.207, -314.221, 17.002, 65.456
-134.220, -315.919, 16.968, 65.620
-134.258, -317.614, 16.941, 65.784
-134.318, -319.306, 16.918, 65.950
-134.401, -320.995, 16.890, 66.118
-134.510, -322.678, 16.854, 66.289
-134.644, -324.355, 16.808, 66.457
-134.802, -326.025, 16.747, 66.624
-134.988, -327.684, 16.672, 66.792
-135.199, -329.332, 16.586, 66.961
-135.438, -330.967, 16.488, 67.132
-135.705, -332.587, 16.381, 67.302
-136.000, -334.191, 16.270, 67.471
-136.323, -335.779, 16.157, 67.644
-136.674, -337.348, 16.046, 67.820
-137.054, -338.900, 15.938, 67.992
-137.466, -340.433, 15.834, 68.161
-137.908, -341.947, 15.739, 68.326
-138.382, -343.442, 15.650, 68.498
-138.888, -344.917, 15.571, 68.667
-139.429, -346.372, 15.497, 68.841
-140.002, -347.807, 15.431, 69.010
-140.611, -349.220, 15.368, 69.177
-141.254, -350.611, 15.309, 69.356
-141.935, -351.977, 15.249, 69.525
-142.653, -353.318, 15.199, 69.693
-143.408, -354.635, 15.176, 69.860
-144.194, -355.933, 15.199, 70.029
-145.006, -357.224, 15.276, 70.195
-145.838, -358.515, 15.403, 70.364
-146.683, -359.814, 15.566, 70.531
-147.539, -361.129, 15.754, 70.698
-148.401, -362.463, 15.962, 70.871
-149.269, -363.819, 16.184, 71.078
-150.143, -365.198, 16.417, 71.286
-151.022, -366.602, 16.659, 71.494
-151.908, -368.030, 16.907, 71.703
-152.801, -369.483, 17.159, 71.910
-153.703, -370.961, 17.412, 72.122
-154.612, -372.463, 17.665, 72.331
-155.531, -373.990, 17.915, 72.540
-156.457, -375.540, 18.161, 72.749
-157.392, -377.114, 18.401, 72.957
-158.335, -378.710, 18.634, 73.169
-159.285, -380.328, 18.860, 73.377
-160.242, -381.968, 19.079, 73.546
-161.205, -383.629, 19.291, 73.712
-162.173, -385.312, 19.497, 73.877
-163.145, -387.015, 19.700, 74.045
-164.121, -388.740, 19.899, 74.213
-165.100, -390.486, 20.098, 74.383
-166.081, -392.254, 20.298, 74.551
-167.062, -394.044, 20.501, 74.719
-168.045, -395.857, 20.707, 74.882
-169.028, -397.694, 20.918, 75.045
-170.010, -399.555, 21.133, 75.208
-170.991, -401.441, 21.349, 75.371
-171.969, -403.353, 21.565, 75.532
-172.945, -405.290, 21.767, 75.694
-173.914, -407.250, 21.929, 75.864
-174.874, -409.227, 22.026, 76.027
-175.819, -411.217, 22.038, 76.190
-176.744, -413.211, 21.955, 76.352
-177.645, -415.201, 21.783, 76.517
-178.517, -417.179, 21.535, 76.683
-179.358, -419.140, 21.230, 76.846
-180.168, -421.079, 20.886, 77.011
-180.944, -422.994, 20.522, 77.175
-181.686, -424.883, 20.158, 77.341
-182.394, -426.748, 19.810, 77.506
-183.069, -428.590, 19.495, 77.669
-183.715, -430.412, 19.225, 77.836
-184.329, -432.222, 19.019, 78.000
-184.909, -434.025, 18.891, 78.166
-185.456, -435.831, 18.836, 78.328
-185.968, -437.644, 18.841, 78.493
-186.450, -439.470, 18.894, 78.655
-186.904, -441.310, 18.987, 78.818
-187.336, -443.168, 19.113, 78.982
-187.752, -445.043, 19.265, 79.147
-188.158, -446.937, 19.435, 79.310
-188.556, -448.852, 19.620, 79.472
-188.949, -450.786, 19.816, 79.636
-189.339, -452.741, 20.020, 79.810
-189.727, -454.719, 20.231, 79.977
-190.113, -456.718, 20.447, 80.142
-190.499, -458.739, 20.667, 80.305
-190.884, -460.783, 20.889, 80.471
-191.268, -462.850, 21.113, 80.635
-191.652, -464.940, 21.338, 80.815
-192.036, -467.052, 21.564, 80.980
-192.420, -469.188, 21.790, 81.147
-192.805, -471.346, 22.016, 81.312
-193.190, -473.527, 22.237, 81.477
-193.574, -475.730, 22.438, 81.643
-193.957, -477.951, 22.606, 81.811
-194.338, -480.186, 22.728, 81.978
-194.716, -482.431, 22.796, 82.129
-195.090, -484.679, 22.805, 82.277
-195.460, -486.926, 22.757, 82.430
-195.824, -489.166, 22.661, 82.581
-196.183, -491.394, 22.530, 82.736
-196.535, -493.610, 22.379, 82.888
-196.881, -495.811, 22.224, 83.039
-197.221, -497.998, 22.077, 83.190
-197.556, -500.172, 21.951, 83.340
-197.885, -502.337, 21.855, 83.492
-198.209, -504.495, 21.797, 83.641
-198.530, -506.650, 21.780, 83.793
-198.849, -508.806, 21.800, 83.944
-199.165, -510.967, 21.852, 84.096
-199.478, -513.135, 21.930, 84.251
-199.791, -515.312, 22.023, 84.405
-200.101, -517.499, 22.125, 84.557
-200.410, -519.696, 22.225, 84.721
-200.717, -521.903, 22.316, 84.874
-201.021, -524.118, 22.390, 85.028
-201.324, -526.340, 22.443, 85.181
-201.625, -528.565, 22.465, 85.333
-201.922, -530.791, 22.443, 85.487
-202.215, -533.011, 22.372, 85.657
-202.503, -535.222, 22.251, 85.817
-202.786, -537.419, 22.086, 85.970
-203.063, -539.597, 21.883, 86.124
-203.334, -541.754, 21.654, 86.276
-203.599, -543.888, 21.410, 86.431
-203.858, -545.998, 21.162, 86.587
-204.110, -548.085, 20.921, 86.739
-204.357, -550.149, 20.696, 86.949
-204.599, -552.192, 20.495, 87.097
-204.835, -554.218, 20.325, 87.254
-205.067, -556.230, 20.188, 87.455
-205.295, -558.230, 20.085, 87.607
-205.520, -560.222, 20.013, 87.759
-205.740, -562.209, 19.966, 87.966
-205.958, -564.193, 19.938, 88.121
-206.172, -566.174, 19.919, 88.307
-206.383, -568.155, 19.901, 88.463
-206.591, -570.133, 19.876, 88.612
-206.795, -572.108, 19.838, 88.762
-206.996, -574.078, 19.783, 88.913
-207.192, -576.042, 19.707, 89.066
-207.385, -577.998, 19.611, 89.221
-207.574, -579.943, 19.497, 89.373
-207.758, -581.876, 19.368, 89.524
-207.938, -583.796, 19.227, 89.675
-208.114, -585.702, 19.080, 89.825
-208.284, -587.593, 18.932, 89.973
-208.450, -589.470, 18.787, 90.125
-208.611, -591.334, 18.648, 90.284
-208.768, -593.184, 18.520, 90.439
-208.920, -595.023, 18.403, 90.588
-209.067, -596.852, 18.299, 90.739
-209.210, -598.671, 18.207, 90.895
-209.349, -600.482, 18.126, 91.047
-209.483, -602.285, 18.054, 91.200
-209.614, -604.083, 17.988, 91.351
-209.739, -605.873, 17.925, 91.505
-209.860, -607.658, 17.863, 91.658
-209.977, -609.437, 17.799, 91.814
-210.089, -611.210, 17.730, 91.969
-210.197, -612.975, 17.657, 92.125
-210.299, -614.733, 17.577, 92.276
-210.396, -616.483, 17.491, 92.427
-210.488, -618.224, 17.400, 92.579
-210.574, -619.957, 17.305, 92.734
-210.655, -621.680, 17.207, 92.892
-210.730, -623.393, 17.107, 93.046
-210.799, -625.096, 17.007, 93.244
-210.861, -626.790, 16.908, 93.395
-210.918, -628.474, 16.812, 93.546
-210.968, -630.149, 16.719, 93.697
-211.011, -631.815, 16.630, 93.849
-211.047, -633.473, 16.545, 94.004
-211.075, -635.122, 16.464, 94.159
-211.095, -636.764, 16.386, 94.314
-211.107, -638.398, 16.310, 94.464
-211.111, -640.025, 16.236, 94.613
-211.105, -641.644, 16.163, 94.767
-211.090, -643.256, 16.090, 94.917
-211.064, -644.861, 16.016, 95.070
-211.026, -646.457, 15.942, 95.223
-210.977, -648.046, 15.867, 95.375
-210.915, -649.627, 15.790, 95.532
-210.839, -651.200, 15.712, 95.687
-210.747, -652.763, 15.633, 95.896
-210.636, -654.318, 15.553, 96.052
-210.506, -655.863, 15.473, 96.205
-210.352, -657.397, 15.392, 96.360
-210.174, -658.921, 15.312, 96.514
-209.965, -660.432, 15.231, 96.669
-209.722, -661.931, 15.151, 96.830
-209.445, -663.414, 15.072, 96.984
-209.138, -664.885, 15.000, 97.137
-208.805, -666.343, 14.931, 97.296
-208.453, -667.789, 14.864, 97.456
-208.086, -669.226, 14.798, 97.613
-207.710, -670.653, 14.731, 97.772
-207.327, -672.071, 14.664, 97.931
-206.938, -673.481, 14.595, 98.086
-206.543, -674.882, 14.526, 98.244
-206.142, -676.273, 14.456, 98.397
-205.732, -677.655, 14.384, 98.550
-205.314, -679.027, 14.312, 98.704
-204.885, -680.388, 14.240, 98.863
-204.447, -681.738, 14.167, 99.032
-203.997, -683.077, 14.094, 99.189
-203.535, -684.404, 14.022, 99.348
-203.059, -685.718, 13.951, 99.507
-202.569, -687.020, 13.880, 99.665
-202.066, -688.308, 13.811, 99.823
-201.546, -689.583, 13.742, 99.980
-201.010, -690.844, 13.675, 100.136
-200.455, -692.089, 13.607, 100.296
-199.883, -693.319, 13.541, 100.452
-199.293, -694.534, 13.477, 100.613
-198.684, -695.731, 13.411, 100.770
-198.055, -696.910, 13.347, 100.932
-197.407, -698.072, 13.284, 101.087
-196.742, -699.217, 13.221, 101.245
-196.055, -700.342, 13.156, 101.400
-195.349, -701.447, 13.092, 101.555
-194.622, -702.531, 13.029, 101.711
-193.872, -703.590, 12.963, 101.865
-193.100, -704.626, 12.900, 102.021
-192.307, -705.637, 12.837, 102.185
-191.493, -706.624, 12.776, 102.341
-190.655, -707.583, 12.711, 102.495
-189.796, -708.513, 12.649, 102.653
-188.915, -709.414, 12.589, 102.812
-188.015, -710.287, 12.530, 102.995
-187.092, -711.127, 12.466, 103.205
-186.148, -711.934, 12.406, 103.364
-185.185, -712.708, 12.348, 103.523
-184.203, -713.451, 12.292, 103.684
-183.206, -714.161, 12.237, 103.842
-182.190, -714.835, 12.176, 104.001
-181.158, -715.472, 12.119, 104.164
-180.111, -716.073, 12.064, 104.325
-179.052, -716.641, 12.010, 104.482
-177.980, -717.174, 11.957, 104.640
-176.900, -717.676, 11.904, 104.807
-175.808, -718.139, 11.845, 104.968
-174.709, -718.566, 11.790, 105.126
-173.601, -718.959, 11.736, 105.282
-172.488, -719.318, 11.684, 105.440
-171.371, -719.646, 11.631, 105.598
-170.251, -719.943, 11.579, 105.756
-169.129, -720.213, 11.527, 105.914
-168.005, -720.450, 11.470, 106.073
-166.881, -720.655, 11.415, 106.230
-165.757, -720.831, 11.362, 106.390
-164.635, -720.980, 11.309, 106.550
-163.514, -721.097, 11.256, 106.707
-162.395, -721.180, 11.214, 106.866
-161.277, -721.226, 11.199, 107.027
-160.157, -721.236, 11.217, 107.187
-159.033, -721.207, 11.272, 107.356
-157.904, -721.139, 11.363, 107.517
-156.766, -721.034, 11.488, 107.687
-155.619, -720.885, 11.631, 107.852
-154.463, -720.693, 11.804, 108.016
-153.295, -720.460, 11.998, 108.186
-152.114, -720.190, 12.205, 108.350
-150.921, -719.882, 12.420, 108.515
-149.714, -719.541, 12.635, 108.682
-148.497, -719.162, 12.841, 108.850
-147.270, -718.748, 13.042, 109.068
-146.033, -718.301, 13.234, 109.236
-144.789, -717.823, 13.414, 109.409
-143.540, -717.310, 13.570, 109.569
-142.290, -716.766, 13.695, 109.730
-141.042, -716.193, 13.776, 109.890
-139.803, -715.591, 13.799, 110.050
-138.577, -714.964, 13.770, 110.211
-137.369, -714.316, 13.690, 110.370
-136.185, -713.647, 13.567, 110.533
-135.027, -712.960, 13.415, 110.697
-133.896, -712.260, 13.244, 110.860
-132.796, -711.544, 13.064, 111.024
-131.726, -710.815, 12.888, 111.187
-130.685, -710.074, 12.722, 111.348
-129.670, -709.322, 12.574, 111.508
-128.683, -708.557, 12.445, 111.670
-127.722, -707.777, 12.341, 111.839
-126.784, -706.983, 12.259, 111.999
-125.867, -706.175, 12.198, 112.163
-124.973, -705.349, 12.150, 112.325
-124.103, -704.506, 12.116, 112.487
-123.254, -703.644, 12.091, 112.647
-122.426, -702.764, 12.069, 112.815
-121.620, -701.868, 12.047, 112.979
-120.837, -700.956, 12.021, 113.140
-120.082, -700.024, 11.984, 113.302
-119.359, -699.073, 11.943, 113.465
-118.668, -698.103, 11.897, 113.629
-118.011, -697.117, 11.846, 113.792
-117.389, -696.114, 11.791, 113.960
-116.804, -695.096, 11.734, 114.122
-116.258, -694.063, 11.686, 114.283
